Sentence,Sentiment,label,cleaned_sentence
"Revenue in July to September grew 14 percent to ( EURO ) 467 million from a year earlier , the company said Thursday .",positive,2,Revenue in July to September grew  percent to  EURO   million from a year earlier  the company said Thursday
Operating profit was EUR 1.6 mn in 2005 compared to EUR 5.9 mn in 2004 .,negative,0,Operating profit was EUR  mn in  compared to EUR  mn in
"Compagnie de Financement Foncier - Is to issue a benchmark , 10 year covered deal in Euros .",neutral,1,Compagnie de Financement Foncier  Is to issue a benchmark   year covered deal in Euros
"In the video above Marimekko 's design manager , Noora Niiininoski , explains that the brands are a natural fit for each other because they both have a timeless style .",neutral,1,In the video above Marimekko s design manager  Noora Niiininoski  explains that the brands are a natural fit for each other because they both have a timeless style
"Press release 9 October 2009 Ruukki has signed a contract to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna , Finland .",positive,2,Press release  October  Ruukki has signed a contract to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna  Finland
"The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan .",negative,0,The result will also be burdened by increased fixed costs associated with operations in China  and restructuring costs in Japan
"The payment date is March 25 , 2010 .",neutral,1,The payment date is March
It is expected to be completed by the end of 2007 .,neutral,1,It is expected to be completed by the end of
"comparable operating profit totaled EUR 854mn , up from EUR 730mn in 2004 .",positive,2,comparable operating profit totaled EUR mn  up from EUR mn in
Storengy is the GDF SUEZ company that is dedicated to the underground storage of natural gas .,neutral,1,Storengy is the GDF SUEZ company that is dedicated to the underground storage of natural gas
"Cash flow after investments amounted to EUR45m , down from EUR46m .",neutral,1,Cash flow after investments amounted to EURm  down from EURm
"The fair value of investment properties totalled EUR 2,299.9 mn , compared to EUR 2,229.5 mn in the corresponding period in 2009 .",positive,2,The fair value of investment properties totalled EUR  mn  compared to EUR  mn in the corresponding period in
The terms and conditions of Stock Option Scheme 2004 are available on the Group 's website .,neutral,1,The terms and conditions of Stock Option Scheme  are available on the Group s website
"Financial , strategic and operational factors are considered .",neutral,1,Financial  strategic and operational factors are considered
$DMND green and moving,positive,2,green and moving
Karppinen expects the consolidation trend to continue in the Finnish market .,neutral,1,Karppinen expects the consolidation trend to continue in the Finnish market
Profit before taxes decreased to EUR 31.6 mn from EUR 50.0 mn the year before .,neutral,1,Profit before taxes decreased to EUR  mn from EUR  mn the year before
It is a disappointment to see the plan folded .,negative,0,It is a disappointment to see the plan folded
Also Lemmink+ñinen 's profit for accounting period went up to EUR 3.1 mn from EUR -24.5 mn a year ago .,positive,2,Also Lemminkinen s profit for accounting period went up to EUR  mn from EUR  mn a year ago
In Sweden the agreement covers data communication services as well .,neutral,1,In Sweden the agreement covers data communication services as well
"In 2007 Talentum will disclose three Interim Reports - Q1 ( January - March ) on Friday , 27 April , 2007 - Q2 ( April - June ) on Friday , 20 July , 2007 - Q3 ( July - September ) on Friday , 26 October , 2007 .",neutral,1,In  Talentum will disclose three Interim Reports  Q  January  March  on Friday   April    Q  April  June  on Friday   July    Q  July  September  on Friday   October
"Operating profit before non-recurring items was EUR 8.3 mn in the first nine months of 2008 , compared to EUR 8.4 in the corresponding period in 2007 .",neutral,1,Operating profit before nonrecurring items was EUR  mn in the first nine months of   compared to EUR  in the corresponding period in
Operating profit rose to EUR 3.2 mn from EUR 1.0 mn in the corresponding period in 2008 .,positive,2,Operating profit rose to EUR  mn from EUR  mn in the corresponding period in
"The sale , which will result in a gain of some EUR 60 million in the second quarter of 2010 for Oriola-KD , supports the Finnish company 's strategy to focus on pharmaceutical wholesale and retail operations .",positive,2,The sale  which will result in a gain of some EUR  million in the second quarter of  for OriolaKD  supports the Finnish company s strategy to focus on pharmaceutical wholesale and retail operations
Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006 .,positive,2,Net sales grew in the period to  xac  million  US million from  xac  million in
Fiskars will be undertaking community projects throughout the UK and they are also on the lookout for local volunteers who are interested in helping out with the selected restoration projects .,neutral,1,Fiskars will be undertaking community projects throughout the UK and they are also on the lookout for local volunteers who are interested in helping out with the selected restoration projects
The company also said that in Poland a profitability program has been launched at the Oborniki steel frame and sandwich panel plant .,positive,2,The company also said that in Poland a profitability program has been launched at the Oborniki steel frame and sandwich panel plant
"The company offers payroll services , including payroll processing , payroll tax administration , and employee pay services , including direct deposit , check signing , and Readychex .",neutral,1,The company offers payroll services  including payroll processing  payroll tax administration  and employee pay services  including direct deposit  check signing  and Readychex
"Previously , the company anticipated its operating profit to improve over the same period .",positive,2,Previously  the company anticipated its operating profit to improve over the same period
Finnish investment group Norvestia Oyj said its net profit fell to 23.5 mln euro $ 30.6 mln in 2006 from 33.5 mln euro $ 43.6 mln in 2005 .,neutral,1,Finnish investment group Norvestia Oyj said its net profit fell to  mln euro   mln in  from  mln euro   mln in
"Before Kemira 's installation NordAlu was producing 3,500 tons of liquid and solid aluminum waste per year .",neutral,1,Before Kemira s installation NordAlu was producing  tons of liquid and solid aluminum waste per year
20 October 2010 - Finnish metal products company Componenta Oyj HEL : CTH1V said yesterday that its net loss narrowed to EUR7m for the first nine months of 2010 from EUR23 .3 m for the same period of 2009 .,positive,2,October   Finnish metal products company Componenta Oyj HEL  CTHV said yesterday that its net loss narrowed to EURm for the first nine months of  from EUR  m for the same period of
He joined Rautakirja in 1997 to lead one of its four business areas and took up the position of President and CEO in 2001 .,neutral,1,He joined Rautakirja in  to lead one of its four business areas and took up the position of President and CEO in
